"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2017-03-14T19:52:26.000-0500","NCMEC_12197_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Columbia, TN AMBER Alert: LIC/976ZPT (TN) Silver Nissan Rogue","Columbia, TN AMBER Alert: LIC/976ZPT (TN) Silver Nissan Rogue","The missing child is believed to be in the company of the suspect. They may be traveling in the listed vehicle. The child is believed to be in extreme danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-14T18:18:26.000-0500","NCMEC_12181_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Columbia, TN AMBER Alert: LIC/976ZPT (TN) Silver Nissan Rogue","Columbia, TN AMBER Alert: LIC/976ZPT (TN) Silver Nissan Rogue","The missing child may be in the Decatur, Alabama area and is believed to be in the company of the suspect. The suspect is believed to be armed with two handguns and driving the listed vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-14T10:08:02.000-0500","NCMEC_12196_3","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","AMBER Alert Cancelled 

The child was abducted by his father.  The father is considered to be armed and dangerous.  They are traveling in an unknown direction and unknown vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-14T07:50:12.000-0500","NCMEC_12196_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Update,"Target Area","Delta, Ohio: AMBER Alert: LIC/FRX4034 (OH) 2006 Black Chrysler Town and County Van","Delta, Ohio: AMBER Alert: LIC/FRX4034 (OH) 2006 Black Chrysler Town and County Van","Update Vehicle information added. 

The child was abducted by his father.  The father is considered to be armed and dangerous.  They are traveling in an unknown direction and unknown vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-14T06:48:38.000-0500","NCMEC_12196_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Delta, Ohio: AMBER Alert: No Vehicle Description, check your local media.","Delta, Ohio: AMBER Alert: No Vehicle Description, check your local media.","The child was abducted by his father.  The father is considered to be armed and dangerous.  They are traveling in an unknown direction and unknown vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-10T11:55:47.000-0500","ASHERGROUP-396998","EAS
NWEM
PUBLIC",,"Local Area Emergency",Observed,Monitor,Severe,Immediate,Alert,"In this area","Red Cross Shelter now open at Cross Creek Church, 3259 Canandaigua Rd, Macedon",,"Red Cross Shelter now open at Cross Creek Church, 3259 Canandaigua Rd, Macedon",
"2017-03-10T10:09:21.000-0500","NCMEC_12166_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","AMBER Alert Cancelled
The child was last seen traveling east on Best Street in Buffalo, New York with the suspect.  The child is believed to be in imminent danger of serious physical harm and/or death.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-10T09:47:45.000-0500","NCMEC_12195_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","AMBER Alert Cancelled
The children were taken with their mother.  The suspect is believed to be in connection with their abduction.  The suspect was last known to be in El Paso, Texas.  The suspect is traveling in the listed vehicle.  The children are believed to be in grave or immediate danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-10T06:19:20.000-0500","NCMEC_12195_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","El Paso, TX AMBER Alert: LIC/HGV4546 (TX) 2001 Blue/Green Acura TL","El Paso, TX AMBER Alert: LIC/HGV4546 (TX) 2001 Blue/Green Acura TL","The children were taken with their mother.  The suspect is believed to be in connection with their abduction.  The suspect was last known to be in El Paso, Texas.  The suspect is traveling in the listed vehicle.  The children are believed to be in grave or immediate danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-09T23:57:56.000-0500","NCMEC_12166_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","AA: Mikeya Houston 4 y/o B/F w/susp Mikesha Lawson 23 y/o B/F 5?5?. 866-NYS-Amber or 911","AA: Mikeya Houston 4 y/o B/F w/susp Mikesha Lawson 23 y/o B/F 5?5?. 866-NYS-Amber or 911","The child was last seen traveling east on Best Street in Buffalo, New York with the suspect.  The child is believed to be in imminent danger of serious physical harm and/or death.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-08T21:56:50.000-0500","NYAlert-ALLHAZALERT-4786849Cmas","EAS
NWEM",Infra,"Local Area Emergency",Observed,Monitor,Extreme,Immediate,Alert,"Affected Area","Full 9 1 1 Service has been restored in your area. Disregard previous messages","Full 9 1 1 Service has been restored in your area. You can disregard previous messages regarding 9 1 1 issues","Full 9 1 1 Service has been restored in your area. You can disregard previous messages regarding 9 1 1 issues","Resume normal use of 911 for emergencies"
"2017-03-08T20:47:09.000-0500","AS-NV-6c580dca-523f-4d92-8397-e79700862eea","EAS
NWEM",Safety,"Civil Danger Warning",Observed,Monitor,Extreme,Immediate,Alert,washoe,"Due to outage ATT cell phones cannot dial nine one one.  Use three three four 2121 or land",,,
"2017-03-08T20:41:49.000-0500","AS-NV-3f6e7abe-4617-4637-899e-ee9c79d60600","EAS
NWEM",Safety,"Civil Danger Warning",Observed,Monitor,Extreme,Immediate,Alert,washoe,"Due to outage ATT cell phones cannot dial 911.  Use 775 334 2121 or landline for emergenci",,,
"2017-03-08T20:39:00.000-0500","AS-NV-4d0939c8-1fdc-4a4b-996a-6cbe7acb114d",NWEM,Infra,"Civil Danger Warning",Observed,Monitor,Severe,Immediate,Alert,washoe,"Due to outage ATT cellular users cannot dial 911.  Use 775-334-2121 or landline telephone","ATT Mobility","ATT Mobility Customers are not able to dail 911.  To reach 911 with an ATT Mobile telephone dial 775-334-2121 or use a land line telephone.  The length of time for this outage is unknown.  Again ATT Cell phone customers must dial 775-334-2121 instead of 911 or use a land line telephone.  Thank you.",
"2017-03-08T19:23:45.000-0500","83a2f3a3-cd34-4023-9a3f-900c81c3d463","EAS
NWEM
null
PUBLIC",Safety,"Child Abduction Emergency",Observed,Monitor,Extreme,Immediate,Alert,"CO Colorado Bureau of Investigation","AMBER Alert Deactivation the vehicle and both children have been located safely.","Child Abduction Emergency","THIS IS THE COLORADO BUREAU OF INVESTIGATION WITH AN AMBER CHILD ABDUCTION ALERT.  WE HAVE RECEIVED THIS IMPORTANT ANNOUNCEMENT REGARDING AN ABDUCTED CHILD IN    ADAMS  COUNTY   COLORADO.
THE BRIGHTON  POLICE   DEPARTMENT  IS SEARCHING FOR       FOUR  MONTH  OLD        JAI-CEON    STEVISON.   STEVISON       WAS    IN   A   VEHICLE  WHICH    WAS  STOLEN FROM BRIGHTON COLORADO.  THE VEHICLE IS    A    RED   TWO   THOUSAND    ONE   FORD    F 1 50    WITH    CAMPER SHELL     AND       COLORADO LICENSE PLATE     8  7  0  P  Q  Y   LAST SEEN ON   HIGHWAY  EIGHTY    FIVE    SOUTH    OF     BRIGHTON    AT    ABOUT   THREE    THIRTY    THIS      AFTERNOON.
 IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION IMMEDIATELY CALL 9 1 1.",
"2017-03-08T18:41:17.000-0500","488911fe-ed77-4f4f-96ac-4a9a50297f43","EAS
NWEM
null
PUBLIC",Safety,"Child Abduction Emergency",Observed,Monitor,Extreme,Immediate,Alert,"CO Colorado Bureau of Investigation","AMBER Alert 2008 White Acadia Breast Cancer CO Plate 230XGF - in Wheat Ridge","Child Abduction Emergency","THIS IS THE COLORADO BUREAU OF INVESTIGATION WITH AN AMBER CHILD ABDUCTION ALERT.  WE HAVE RECEIVED THIS IMPORTANT ANNOUNCEMENT REGARDING AN ABDUCTED CHILD IN    ADAMS  COUNTY   COLORADO.
THE BRIGHTON  POLICE   DEPARTMENT  IS SEARCHING FOR       FOUR  MONTH  OLD        JAI-CEON    STEVISON.   STEVISON       WAS    IN   A   VEHICLE  WHICH    WAS  STOLEN FROM BRIGHTON COLORADO.  THE VEHICLE IS    A    RED   TWO   THOUSAND    ONE   FORD    F 1 50    WITH    CAMPER SHELL     AND       COLORADO LICENSE PLATE     8  7  0  P  Q  Y   LAST SEEN ON   HIGHWAY  EIGHTY    FIVE    SOUTH    OF     BRIGHTON    AT    ABOUT   THREE    THIRTY    THIS      AFTERNOON.
 IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION IMMEDIATELY CALL 9 1 1.",
"2017-03-07T12:29:04.000-0500","AS-CA-fb7a059e-aa85-4c1e-a5fe-20e4c63f4178","EAS
NWEM",Safety,"Civil Emergency Message",Observed,Avoid,Extreme,Immediate,Alert,"All of San Luis Obispo County","Verizon cellular 9-1-1 system down, in emergency call police/fire directly. Verizon only.",,,
"2017-03-06T21:43:42.000-0500",15509c2902a947af9b5d1e9b618ce509,"EAS
NWEM
PUBLIC",Safety,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"KS, Reno County","www.hutchpost.com/2017/03/06/fire-reported-at-82-and-hendricks-breaking-news/",,,
"2017-03-06T21:41:16.000-0500",35ff30769487475191380b1534e23f40,"EAS
NWEM
PUBLIC",Safety,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"KS, Reno County","http://www.hutchpost.com/2017/03/06/fire-reported-at-82-and-hendricks-breaking-news/",,,
"2017-03-06T13:05:06.000-0500","AS-ND-bdc29997-6e8c-4731-b3fb-8bb8cba68780",NWEM,Safety,"Civil Emergency Message",Observed,Monitor,Extreme,Immediate,Alert,"No Travel Advised","No Travel Advised in McKenzie County at this time. Stay home if at all possible.","No Travel Advised in McKenzie County","All roads in McKenzie County are under a No Travel Advisory.  Please try and stay home unless you have a true Emergency.   There have been multiple vehicle crashes throughout McKenzie County.  Again, No Travel Advised.",
"2017-03-05T14:47:08.000-0500","40275253-1114-4f90-a1c4-765a834bf116","null
NWEM
null
PUBLIC",Fire,"Fire Warning",Observed,Evacuate,Severe,Immediate,Alert,"FL Lee County Public Safety","Multiple fires in Lehigh. If in danger leave.Veteran Park 55 Homestead Rd is evac center.","Fire Warning","There are multiple fires in the Lehigh Acres area. If you feel that you or your home are in danger leave the area. Veteran's Park Rec Center at 55 Homestead Rd is open as an evacuation center.",
"2017-03-03T13:08:21.000-0500","9047ce63-ce49-4a8e-b0d9-edd723440237","null
NWEM
null
PUBLIC",Safety,"Local Area Emergency",Observed,Monitor,Severe,Immediate,Alert,"PA Pennsylvania Emergency Management Agency","I-80  East Bound Closure between MM 133 and 147.  Go to 511 PACONNECT.com","Local Area Emergency","I-80  East Bound Closure between MM 133 and 147.  Go to 511 PACONNECT.com",
"2017-03-02T23:53:10.000-0500","NCMEC_12193_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT. The Anderson County Sheriff's Office is searching for Jax Dean Laymance. Police are looking for Jeremy Dean Laymance and Morgan Lynn Mosely in connection with his abduction. The suspects are driving the listed vehicle. Law enforcement officials believe this child to be in grave or immediate danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-02T20:34:19.000-0500","NCMEC_12193_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Palestine, TX AMBER Alert: LIC/535WMB (AR) 2013 Black Dodge Avenger","Palestine, TX AMBER Alert: LIC/535WMB (AR) 2013 Black Dodge Avenger","The Anderson County Sheriff's Office is searching for Jax Dean Laymance. Police are looking for Jeremy Dean Laymance and Morgan Lynn Mosely in connection with his abduction. The suspects are driving the listed vehicle. Law enforcement officials believe this child to be in grave or immediate danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-01T09:21:57.000-0500","9615dad0-fcf3-408c-bdbd-cce3ce47c22b","null
null
null
PUBLIC",Safety,"Local Area Emergency",Observed,Prepare,Extreme,Immediate,Alert,"WV Mason County","Another band of significant weather is approaching.Take care & prepare","Local Area Emergency","Another band of significant weather is approaching.Take care & prepare",
"2017-03-01T08:32:57.000-0500","f0c1fa44-d158-4a4f-bc34-d6aa7b1ab833","null
null
null
PUBLIC",Safety,"Local Area Emergency",Observed,Prepare,Extreme,Immediate,Alert,"WV Mason County","Mason Co-Significant weather approaching.heavy rains windsTake care & prepare","Local Area Emergency","Mason Co-Significant weather approaching.heavy rains & winds possibility of flying debris.Take care & prepare",
"2017-03-01T06:27:18.000-0500","758E182A-DFDF-49F7-9384-F04EF1D4026F","EAS
PUBLIC
NWEM",,"Local Area Emergency",Observed,Prepare,Severe,Immediate,Alert,"Carter County","NWS : TORRENTIAL RAIN, HAIL, & LIGHTNING for Carter County till 1PM.  Prepare .","Severe Thunderstorm Warning","The NWS has issued a Severe Thunderstorm Warning for Carter County.",Prepare
"2017-03-01T06:26:12.000-0500","NCMEC_12163_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT.  The Buncombe County Sheriff's Office is searching for the child. She was taken by the listed suspect. They were last seen traveling on Asbury Acres Drive in Candler, North Carolina. They were last seen traveling in the listed vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-01T02:54:53.000-0500","NCMEC_12163_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Candler, NC AMBER Alert: LIC/YPX7062 (NC) 2003 Gold Toyota Corolla","Candler, NC AMBER Alert: LIC/YPX7062 (NC) 2003 Gold Toyota Corolla","The Buncombe County Sheriff's Office is searching for the child. She was taken by the listed suspect. They were last seen traveling on Asbury Acres Drive in Candler, North Carolina. They were last seen traveling in the listed vehicle.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-03-01T02:39:30.000-0500","NC.001_263_2017-03-01T03:39:30-05:00","EAS
CMAS",Geo,"Child Abduction Emergency",Likely,,Severe,Immediate,Alert,"All North Carolina","A child abduction emergency has been issued for all North Carolina. Tune to your local TV","EAS Child Abduction Emergency","THIS IS A NORTH CAROLINA AMBER ALERT FOR A CHILD ABDUCTION....THE BUNCOMBE COUNTY SHERIFF OFFICE IS SEARCHING FOR BAILEY LYNN QUEEN. BAILEY IS A 8 YEAR OLD WHITE FEMALE APPROXIMATELY 4 FT TALL AND WEIGHS 50 POUNDS. SHE HAS BROWN HAIR AND BROWN EYES. BAILEY WAS LAST SEEN WEARING WHITE T-SHIRT AND ORANGE SHORTS. THE ABDUCTOR IS JOSHUA RANDY QUEEN WHITE MALE 32 YEARS OLD 6 FEET 2 INCHES TALL AND WEIGHS 210 POUNDS AND LAST SEEN WEARING WHITE TANK TOP AND JEANS.. THEY WERE LAST SEEN TRAVELING ON ASBURY ACRES DR CANDLER NC IN A GOLD 2003 TOYOTA COROLLA WITH NC REG. YPX7062. IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION CALL BUNCOMBE COUNTY SHERIFF OFFICE AT 828-250-6670 OR CALL 911 OR *HP. 




ACTIVATE CMAS IN REGION ___10_____",
"2017-02-28T02:19:30.000-0500","NCMEC_12179_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT. CHILD HAS BEEN SAFELY RECOVERED. An adult female was forced into her car and it was driven away by suspect. When the suspect slowed the vehicle, the female jumped out of her car leaving the child inside. Suspect drove away with the child still inside. The suspect initially informed the female that he was aware of the child in the car and he would harm the child if she didn't cooperate. Suspect sexually assaulted the female prior to forcing female into car. Last seen headed Westbound on Grant/Mountain Intersection.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-28T01:33:52.000-0500","NCMEC_12179_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Tucson, AZ AMBER Alert: LIC/BZL 5110 (AZ) 2008 Light Blue Ford Focus","Tucson, AZ AMBER Alert: LIC/BZL 5110 (AZ) 2008 Light Blue Ford Focus","An adult female was forced into her car and it was driven away by suspect. When the suspect slowed the vehicle, the female jumped out of her car leaving the child inside. Suspect drove away with the child still inside. The suspect initially informed the female that he was aware of the child in the car and he would harm the child if she didn't cooperate. Suspect sexually assaulted the female prior to forcing female into car. Last seen headed Westbound on Grant/Mountain Intersection.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-26T02:16:57.000-0500","NR010133486022617-3",,Safety,"Child Abduction Emergency",Observed,None,Extreme,Immediate,Alert,"NEW MEXICO AMBER ALERT","AMBER ALERT TAOS NM 15 YO FEMALE 4FT 2IN104LBS TAKEN BY CRISTIAN OROZCO 6'FT 2IN HISPANIC MALE","AMBER ALERT PENASCO NM","AT APPROXIMATELY 6:51 P.M., YESTERDAY FEBRUARY 25, 2017, A MAN BY THE NAME OF CRISTIAN OROZCO DESCRIBED AS A 21 YEAR OLD HISPANIC, 6 FEET 2 INCHES TALL, 180 POUNDS, BROWN EYES, BLACK HAIR, WEARING BLUE JEANS, DARK COLORED HOODED JACKET ABDUCTED A 15 YEAR OLD FEMALE CHILD. THIS CHILD IS DESCRIBED AS BE 4 FEET 2 INCHES TALL, 104 POUNDS, BROWN HAIR, AND BROWN EYES. THE ABDUCTOR AND CHILD WERE LAST SEEN IN THE AREA OF #75 SANTA BARBARA ROAD, PENASCO, NEW MEXICO.",null
"2017-02-26T02:08:56.000-0500","NR010133486022617-1",,Safety,"Child Abduction Emergency",Observed,None,Extreme,Immediate,Alert,"NEW MEXICO","AMBER ALERT TAOS NM 15 YO FEMALE 4'2"" 104LBS TAKEN BY CRISTIAN OROZCO 6'2"" HISPANIC MALE","AMBER ALERT PENASCO NM","AT APPROXIMATELY 6:51 P.M., YESTERDAY FEBRUARY 25, 2017, A MAN BY THE NAME OF CRISTIAN OROZCO DESCRIBED AS A 21 YEAR OLD HISPANIC, 6 FEET 2 INCHES TALL, 180 POUNDS, BROWN EYES, BLACK HAIR, WEARING BLUE JEANS, DARK COLORED HOODED JACKET ABDUCTED A 15 YEAR OLD FEMALE CHILD. THIS CHILD IS DESCRIBED AS BE 4 FEET 2 INCHES TALL, 104 POUNDS, BROWN HAIR, AND BROWN EYES. THE ABDUCTOR AND CHILD WERE LAST SEEN IN THE AREA OF #75 SANTA BARBARA ROAD, PENASCO, NEW MEXICO.",null
"2017-02-24T10:46:17.000-0500","NCMEC_12190_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","Cancel AMBER ALERT
On 02/24/17, Oscar Hernandez entered a residence in Bridgeport, Connecticut and stabbed 2 individuals. He then abducted Aylin
Hernandez. He is wanted for stabbing two individuals. He may be driving a silver, 2017 Hyundai Sonata, CT registration AG91925. If
you know the whereabouts of Mr. Hernandez or Aylin Hernandez, please call 911.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T10:42:30.000-0500","NCMEC_12148_3","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","AMBER ALERT Cancelled: 
BRIDGEPORT POLICE ARE NOW LOOKING FOR CT REGISTRATION:
AG91925. A 2017 HYUNDAI SONATA, COLOR SILVER.
DRIVEN BY AN OSCAR HERNANDEZ, FATHER. IF ANY ONE
HAS ANY INFORMATION PLEASE CONTACT 911 IMMEDIATELY.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T10:28:39.000-0500","NCMEC_12189_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","Cancel New York State AMBER Alert and is investigating a child abduction that occurred on Greenwood St, in Bridgeport, CT at about 3:30AM on 2/24/17. The CHILD Aylin Sofia Hernandez is a Hispanic female, appx 6 yo with blk hair and brn eyes. She is appx 4 ft 0 in and weighs about 55 lbs. Aylin was last seen wearing unknown clothing. The SUSPECT Oscar Hernandez is a Hispanic male, appx 39 yo with short, brn hair and brn eyes. He is appx 5 ft 3 in tall and weighs about 185 lbs. The VEHICLE is identified as a Grey 4-dr sedan Hyundai Sonata with CT tag AG91925. The SUSPECT was last seen traveling on Jennings Street in Bronx NY possibly heading for Bronx locations. Suspect abducted child after committing a homicide in Bridgeport CT. Suspect is believed to be in the New York City area. Anyone with any information on this abduction is asked to call the Bridgeport CT Police Dept at (866)N Y S-AMBER or dial 911 to provide information on a report or sighting.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T09:58:05.000-0500","NJ.000_1798_2017-02-24T10:58:05-05:00",,Geo,"Child Abduction Emergency",Likely,,Severe,Immediate,Alert,"All New Jersey","A child abduction emergency is in effect for All New Jersey, tune to your local TV or radi","EAS Child Abduction Emergency","THE NEW JERSEY STATE POLICE IS ACTIVATING THE AMBER ABDUCTED CHILD ALERT PLAN. THE CONNECTICUT STATE POLICE IS INVESTIGATING A CONFIRMED CHILD ABDUCTION THAT OCCURRED ON FEBRUARY 24 2017 IN BRIDGEPORT CONNECTICUT. THE CHILD AYLIN SOFIA HERNADEZ IS A 6 YEAR OLD HISPANIC FEMALE WITH BLACK HAIR BROWN EYES IS FOUR FEET TALL AND WEIGHS 55 POUNDS. THE SUSPECT IS AYLIN'S FATHER OSCAR HERNANDEZ A HISPANIC MALE. THE VEHICLE IS A 2017 SILVER HYUNDAI SONATA WITH CONNECTICUT LICENSE PLATE NUMBER AG91925. THE VEHICLE MAY BE TRAVELING TO THE NORTHERN NEW JERSEY OR PENNSYLVANIA AREA.",
"2017-02-24T09:31:21.000-0500","NCMEC_12190_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Bridgeport, CT AMBER Alert: LIC/AG91925 (CT) 2017 Silver Hyundai Sonata","Bridgeport, CT AMBER Alert: LIC/AG91925 (CT) 2017 Silver Hyundai Sonata","AMBER ALERT
On 02/24/17, Oscar Hernandez entered a residence in Bridgeport, Connecticut and stabbed 2 individuals. He then abducted Aylin
Hernandez. He is wanted for stabbing two individuals. He may be driving a silver, 2017 Hyundai Sonata, CT registration AG91925. If
you know the whereabouts of Mr. Hernandez or Aylin Hernandez, please call 911.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T07:19:41.000-0500","NCMEC_12148_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Update,"Target Area","Bridgeport, CT AMBER Alert UPDATE: LIC/AG91925 (CT) Silver Hyundai Sonata","Bridgeport, CT AMBER Alert UPDATE: LIC/AG91925 (CT) Silver Hyundai Sonata","AMBER ALERT UPDATE
BRIDGEPORT POLICE ARE NOW LOOKING FOR CT REGISTRATION:
AG91925. A 2017 HYUNDAI SONATA, COLOR SILVER.
DRIVEN BY AN OSCAR HERNANDEZ, FATHER. IF ANY ONE
HAS ANY INFORMATION PLEASE CONTACT 911 IMMEDIATELY.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T07:13:22.000-0500","NCMEC_12189_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Bronx, NY AMBER Alert: LIC/AG91925 (CT) Grey Hyundai Sonata","Bronx, NY AMBER Alert: LIC/AG91925 (CT) Grey Hyundai Sonata","Bridgeport CT Police Dept has activated a New York State AMBER Alert and is investigating a child abduction that occurred on Greenwood St, in Bridgeport, CT at about 3:30AM on 2/24/17. The CHILD Aylin Sofia Hernandez is a Hispanic female, appx 6 yo with blk hair and brn eyes. She is appx 4 ft 0 in and weighs about 55 lbs. Aylin was last seen wearing unknown clothing. The SUSPECT Oscar Hernandez is a Hispanic male, appx 39 yo with short, brn hair and brn eyes. He is appx 5 ft 3 in tall and weighs about 185 lbs. The VEHICLE is identified as a Grey 4-dr sedan Hyundai Sonata with CT tag AG91925. The SUSPECT was last seen traveling on Jennings Street in Bronx NY possibly heading for Bronx locations. Suspect abducted child after committing a homicide in Bridgeport CT. Suspect is believed to be in the New York City area. Anyone with any information on this abduction is asked to call the Bridgeport CT Police Dept at (866)N Y S-AMBER or dial 911 to provide information on a report or sighting.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-24T06:58:46.000-0500","NCMEC_12148_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Bridgeport, CT AMBER Alert: LIC/AG91925 (CT) Silver Hyundai Elantra","Bridgeport, CT AMBER Alert: LIC/AG91925 (CT) Silver Hyundai Elantra","AMBER ALERT UPDATE
BRIDGEPORT POLICE ARE NOW LOOKING FOR CT REGISTRATION:
AG91925. A 2017 HYUNDAI SONATA, COLOR SILVER.
DRIVEN BY AN OSCAR HERNANDEZ, FATHER. IF ANY ONE
HAS ANY INFORMATION PLEASE CONTACT 911 IMMEDIATELY.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-23T19:27:44.000-0500",2643230248595553,"CAPEXCH
NWEM
EAS
PUBLIC",Health,"Local Area Emergency",Observed,,Severe,Immediate,Alert,"016047,016063","Possibly well water contamination in Northwest Lincoln and Northeast Gooding Counties",,,
"2017-02-22T08:46:23.000-0500","AS-ND-91e2fa97-2336-4fa2-8721-f1d4e91251be","EAS
NWEM",Safety,"Evacuation Immediate",Observed,Execute,Extreme,Immediate,Alert,"Southern Morton County","At 0915 buses N. of camp on 1806 are AMNESTY buses for transport to the Bismarck Center",,,
"2017-02-20T21:16:26.000-0500",922658,NWEM,Safety,"Evacuation Immediate",Observed,Monitor,Severe,Immediate,Alert,"User Defined Polygon","LEVEE BREAK SOUTH OF 120 WEST OF MANTECA RD TO STANISLAUS RIVER","LEVEE BREAK SOUTH OF 120 WEST OF MANTECA RD TO STANISLAUS RIVER","Levee break on San Joaquin River, San Joaquin County, south of City of Manteca, west of City of Ripon: evacuate South of Woodward Rd, west of Union Rd, down to Trahern Rd., to Airport Way, to San Joaquin River.","Evacuation Center setting up at Lathrop Community Center, 15552 5th Street, Lathrop. Take emergency kit of prescriptions, documentations, clothing, pets & personal clothing.                                        More information, call 209-953-6200"
"2017-02-19T16:38:39.000-0500","NCMEC_12147_3","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

The Overland Police Department has issued an Amber Alert for an abduction incident that occurred at 2200 Woodson Rd in Overland at 11:35 AM on 02/19/2017.

Vehicle:
Maroon or red sports car, possibly a Jaguar, last seen westbound from 2200 Woodson Rd, Overland.

Brian Scott Pullen was taken by his non-custodial father, Brian Pullen. Pullen is a Missouri convicted felon and a registered sex offender and was armed with a shotgun at the time of the abduction. The suspect may be en route to Fairmont, IL.

 
Anyone seeing the abducted child, suspect, associate, or vehicle, or anyone having any information related to the Amber Alert should immediately dial 911 to contact the nearest law enforcement agency or call the Overland Police Department at 314-227-2848.","NO FURTHER INSTRUCTIONS PROVIDED."
